NPI,TITLE,FAB_PROD,RET_PROD,PRODUCT,LOT,EXEC_SEQ,OPERATION,OPER_SHORT_DESC,OPER_LONG_DESC,OUT_DATE,LOT_PRIORITY_MOVEIN,AREA,MODULE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1322.0,219040,Z 8PSDVRb,Z P1278 TCN VRFY PSD BOX,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1323.0,219080,T*8PSDx OX,T*P1278 PSDBx Kashmere Col DEP,,,THIN FILMS,TD-CDTsa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1324.0,219041,Z 8PSDxVRF,Z P1278 PSDBx VERIFY WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1325.0,218889,W 8PSDxBSC,W P1278  PSDBx BEVEL SCRUB,,,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1326.0,218890,W 8PSDxSCB,W P1278  PSDBx LITHO BS SCRUB,,,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1327.0,218848,L 8PSDb BR,L P1278 PSD b BARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1328.0,218702,L 8b PSDbS,"L P1278b PSD Bx SED (PLY,DPR)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1329.0,263380,L-8PSDbW,L-P1278 b PSD DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1330.0,219042,Z 8PSDxVR1,Z P1278 PSD BOX SED VRF WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1331.0,219044,L-8PSDbCD,L-P1278 PSD Box DCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1332.0,218838,L-8bPSDbR,"L-P1278b Bx PSD REG (PLY,DPR)",,,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1333.0,219829,E*8PSDbnE,E*P1278 PSD Bx no-odell TLE ETCH SP,,,ETCH,DE-MMEme
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1334.0,211732,L-8PSDb FC,L-P1278 PSD b FCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1335.0,229725,I*8PMOSC,I*P1278 CRION PMOS IM,,,IMPLANT,IM-TIMic
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1336.0,193187,Z 8TFGIVRF,Z P1278 TCN FG IMPLNT VRFY WFR2LOT,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1337.0,211809,E 8PSDASH,E P1278 PSD ASH,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1338.0,220259,W 8PSDCrA,W P1278 PSD CR CLN,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1339.0,221007,W*8NSLSPM,W*P1278 Post NESL CR SPM,,,WET ETCH,WE-KSTwa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1340.0,245720,D*8NPSDLSA,D*P1278 NSDPSD Laser Anneal,,,DIFFUSION,DI-ALAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1341.0,262620,Z 8CONRND4,Z P1278 Scuttle Randomize In FOUP 4,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1342.0,261369,T 8BSKRSTG,T P1278 BESKAR STAGING,,,THIN FILMS,TF-TADro-STG
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1343.0,221009,W*8PSDSPM,W*P1278 PSD CR REM SPM,,,WET ETCH,WE-KSTwa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1344.0,261235,W*8 BORG,W*P1278 Pre PVD Ti clean,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1345.0,261524,T*8 BESKAR,T*P1278 Contact PVD Ti DEP,,,THIN FILMS,TF-TADro
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1346.0,262621,Z 8CONRND5,Z P1278 Scuttle Randomize In FOUP 5,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1347.0,261498,L 8BSKR CH,L P1278 BESKAR REC CHM DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1348.0,261504,Z 8BSK VRF,Z P1278 BESKAR RECESS VERIFY ACCR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1349.0,260823,E*8BESKAR,E*P1278 BESKAR CHM RECESS,,,ETCH,DE-GTTtp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1350.0,264167,W*8BESKREM,W*P1278 BESKAR REMOVAL WET CLN,,,WET ETCH,WE-NSTsc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1351.0,260914,A-8BESKAR,A-P1278 BESKAR RECESS NCD,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1352.0,261274,E 8BSK ASH,E P1278 BESKAR CHM APT ASH,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1353.0,261237,W 8BSKRCLN,W P1278 BESKAR RECESS POST ASH CLEA,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1354.0,180398,D*8PASCAL,D*P1278 PASCAL ANNEAL,,,DIFFUSION,DI-RVIst
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1355.0,262622,Z 8CONRND6,Z P1278 Scuttle Randomize In FOUP 6,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1356.0,261370,T*8SCUTCAP,T*P1278 Scuttles TiN Cap Dep,,,THIN FILMS,TF-TADro
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1357.0,262623,Z 8CONRND7,Z P1278 Scuttle Randomize In FOUP 7,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1358.0,261499,L 8SCT1CH,L P1278 SCUTTLES1 REC CHM DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1359.0,261505,Z 8SCT1VRF,Z P1278 SCUTTLES RECESS VERIFY ACC1,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1360.0,260824,E*8SCUTCAP,E*P1278 SCUTTLES CAP CHM RECESS,,,ETCH,DE-GTTtp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1361.0,264168,W*8SCUTCAR,W*P1278 SCUTTLES CAP REM WET CLN,,,WET ETCH,WE-NSTsc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1362.0,263786,A-8SCTCP,A-P1278 SCUTTLES CAP NCD,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1363.0,261275,E 8SCUTCAP,E P1278 Scuttles Cap CHM Ash APT,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1364.0,261239,W 8SCUTCLN,W P1278 SCUTTLES REC ASH CLEAN,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1365.0,262372,W*8SCUTEB,W*P1278 SCUTTLES EB SPM,,,WET ETCH,WE-KSTwa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1366.0,262624,Z 8CONRND8,Z P1278 Scuttle Randomize In FOUP 8,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1367.0,261025,T*8SCUTTLE,T*P1278 SCUTTLES SPACER DEP,,,THIN FILMS,TD-CDTsa
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1368.0,261506,Z 8SCUT VR,Z P1278 SCUTTLES SPCR VERIFY WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1369.0,261161,T*8SCUTCRN,T*P1278 SCUTTLES CROWN,,,THIN FILMS,TF-SPUtn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1370.0,261241,W*8SCUTcEB,W*P1278 SCUTTLES CROWN Etchback,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1371.0,260888,E*8SCUTTLE,E*P1278 SCUTTLES SPACER ETCH,,,ETCH,DE-GTTvs
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1372.0,261276,E 8SCUTSP,E P1278 Pst Scuttle Spcr APT Ash,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1373.0,261500,L 8SCT2CH,L P1278 SCUTTLES2 REC CHM DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1374.0,261507,Z 8SCT2VRF,Z P1278 SCUTTLES RECESS VERIFY ACC2,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1375.0,260825,E*8SCTCRWN,E*P1278 SCUTTLES CROWN CHM recess,,,ETCH,DE-GTTtp
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1376.0,261242,W*8SCRREM,W*P1278 SCUTTLES CROWN REMOVAL ETCH,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1377.0,261277,E 8SCUTCR,E P1278 Scuttles Crwnrem APT Ash,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1378.0,261243,W 8SCT2CLN,W P1278 SCUTTLES CRN ASH CLEAN,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1379.0,261244,W*8SCUTEB2,W*P1278 SCUTTLES TiN Etchback 2,,,WET ETCH,WE-NSTwn
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1380.0,262625,Z 8CONRND9,Z P1278 Scuttle Randomize In FOUP 9,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1381.0,214945,L-8TCNpFC,L-P1278 TCN Pattern FCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1382.0,261676,A-8SPEKCDs,A-P1278 POST SPACER Etch KCD  SCUTL,,,ANALYTICAL,AN-KCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1383.0,181286,M-8CNAD Q,M-P1278 POST CON ADHESION QSA,,,METRO,DM-EBEAM
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1384.0,143791,M-8CNAD P,M-P1278 POST CON ADHESION SRA API,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1385.0,181287,M-8CNAD S,M-P1278 POST CON ADHESION SCAN,,,METRO,DM-FDB6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1386.0,181288,M-8CNAD R,M-P1278 POST CON ADHESION REVIEW,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1387.0,181289,M-8CNAD C,M-P1278 POST CON ADHESION CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1388.0,204871,L 8GCNu1HC,L P1278 GCN u 1 HTCHM DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1389.0,181307,Z 8TGCCHVR,Z P1278 TGC HTCHM CUR VERIFY,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1390.0,205199,D*8 N2 CHM,D*P1278 TCN ULX N2 ANL,,,DIFFUSION,DI-XTAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1391.0,198420,P*8TGCuPOL,P*P1278 TGC uHTCHM POLISH,,,PLANAR,PL-PLIhm
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1392.0,204872,L 8GCNu2HC,L P1278 GCN u 2 HTCHM DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1393.0,178877,Z 8GCNVRF,Z P1278 GCN VERIFY WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1394.0,205200,D*8GCNuCHM,D*P1278 GCN ULX N2 ANL,,,DIFFUSION,DI-XTAdi
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1395.0,225187,E 8GCNBVL,E P1278 GCN BEVEL ETCH,,,ETCH,DE-BETnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1396.0,179388,T*8GCNOX1L,T*P1278 GCN  BOTTOM OX LT,,,THIN FILMS,TD-DVDnl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1397.0,203506,T*8GCNASIa,T*P1278 GCN ASI 350C,,,THIN FILMS,TD-DVDnl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1398.0,179389,T*8GCNOX2L,T*P1278 GCN  TOP  OX LT,,,THIN FILMS,TD-DVDnl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1399.0,178888,W 8GC1BSC,W P1278 GC1 BEVEL SCRUB,,,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1400.0,178889,W 8GC1SCB,W P1278 GC1 PRE-LITHO SCRUB 2,,,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1401.0,179713,L 8GC1 CH,L P1278 GC1 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1402.0,178878,Z 8GC1VRF1,Z P1278 GC1  VERIFY WFR 1,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1403.0,179714,L 8GC1 SA,L P1278 GC1  SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1404.0,261264,L 8GC1dyS,"L P1278 dy GC1 SED (TPAB,PLY)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1405.0,179715,L 8GC1 EB,L P1278 GC1 EBR CUT,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1406.0,217301,L-8 GC1baW,L-P1278 ba   GC1 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1407.0,178879,Z 8GC1VRF2,Z P1278 GC1  VERIFY WFR 2,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1408.0,232500,L-8GC1oCD,L-P1278 GC1 op DCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1409.0,261332,L-8GC1dyR,"L-P1278 dyDGN GC1 REG (TPAB,PLY)",,,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1410.0,239378,E*8GC1cCE,E*P1278 GC1 Clt GTT Pass1 for curvy,,,ETCH,DE-GTTvc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1411.0,208968,E 8GC1 APT,E P1278 GC1 COLLECTION ETCH APT ASH,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1412.0,242606,W 8GC1ECL,W P1278 GC1 COL ETCH CLN,,,WET ETCH,WE-LEOnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1413.0,178890,W 8GC2BSC,W P1278 GC2 BEVEL SCRUB,,,WET ETCH,WE-DRTnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1414.0,178891,W 8GC2SCB,W P1278 GC2 PRE-LITHO SCRUB 2,,,WET ETCH,WE-DRTnc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1415.0,179716,L 8GC2 CH,L P1278 GC2 CARBON HARDMASK DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1416.0,178880,Z 8GC2VRF1,Z P1278 GC2  VERIFY WFR 1,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1417.0,179717,L 8GC2 SA,L P1278 GC2 SiARC DEP,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1418.0,261265,L 8GC2dyS,"L P1278 dy GC2 SED (TPAB,PLY)",,,LITHO,LI-SAVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1419.0,179718,L 8GC2 EB,L P1278 GC2 EBR CUT,,,LITHO,LI-TBEbc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1420.0,217302,L-8 GC2baW,L-P1278 ba   GC2 DOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1421.0,178881,Z 8GC2VRF2,Z P1278 GC2  VERIFY WFR 2,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1422.0,232501,L-8GC2oCD,L-P1278 GC2 op DCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1423.0,261333,L-8GC2dyR,"L-P1278 dyDGN GC2 REG (TPAB,PLY)",,,LITHO,LI-REGfe
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1424.0,239379,E*8GC2cCE,E*P1278 GC2 Clt GTT Pass2 for curvy,,,ETCH,DE-GTTvc
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1425.0,208969,E 8GC2 APT,E P1278 GC2 COLLECTION ETCH APT ASH,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1426.0,242607,W 8GC2ECL,W P1278 GC2 COL ETCH CLN,,,WET ETCH,WE-LEOnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1427.0,240025,L-8GCNoHC,L-P1278 GCN o HCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1428.0,229214,Z 8GCNRND1,Z P1278 GCN WFR RANDOMIZE 1,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1429.0,220799,E*8GCNCEI,E*P1278 GCN COLLECTION ETCH ISCC,,,ETCH,DE-REXbl
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1430.0,242608,W 8GCNPECL,W P1278 GCN PAL ETCH CLN,,,WET ETCH,WE-LEOnb
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1431.0,240026,L-8GCNoPC,L-P1278 GCN o PCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1432.0,229215,Z 8GCNRND2,Z P1278 GCN WFR RANDOMIZE 2,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1433.0,237099,E*8BWNGCME,E*P1278 Brownie GCN Main Etch,,,ETCH,DE-GTTva
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1434.0,208598,E 8GCNAPT,E P1278 GCN APT ASH,,,ETCH,DE-APTde
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1435.0,178934,W 8GCNTRY4,W P1278 GCN ETCH TRY4 CLN,,,WET ETCH,WE-TGRny
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1436.0,217545,L-8 GCNZ,L-P1278    GCN FOCD MEAS,,,LITHO,LI-OCDlj
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1437.0,217147,Z 8GCNFVRF,Z P1278 GCN FOCD VERIFY WFR,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1438.0,264757,L-8GCNsFC,L-P1278 GCN Scuttles FCCD MEASURE,,,LITHO,LI-SEMli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1439.0,248305,L-8GCNdNE,L-P1278 dDGN GCN NZO AEI MEASURE,,,LITHO,LI-eOVli
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1440.0,263959,M-8GCN_RM,M-P1278 GCNFC_RETMON,,,METRO,DM-FDA
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1441.0,229216,Z 8TGNRND3,Z P1278 GCN WFR RANDOMIZE 3,,,PC,LSA-FE
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1442.0,236500,A-8GCNNCD3,A-P1278 POST GCN ETCH NCD 3,,,ANALYTICAL,AN-NCD
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1443.0,181290,M-8GCNFC Q,M-P1278 GCN FINAL CHECK QSA,,,METRO,DM-EBEAM
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1444.0,181291,M-8GCNFC P,M-P1278 GCN FINAL CHECK API,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1445.0,181292,M-8GCNFC S,M-P1278 GCN FINAL CHECK SCAN,,,METRO,DM-BPDPP
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1446.0,181293,M-8GCNFC R,M-P1278 GCN FINAL CHECK REVIEW,,,METRO,DM-SRC6
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1447.0,181294,M-8GCNFC C,M-P1278 GCN FINAL CHECK CLASS,,,METRO,DM-CLF
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1448.0,237855,A-8ZXPCON,A-P1278 ZXP CON METAL,,,ANALYTICAL,AN-ZXPdt
Panther Lake G-1,Skip Scout BGLA #1,8PXMCVAG,8PXMCG,8PXMCV A G,A5289200,1449.0,199528,D*8TC1tPNA,D*P1278 t TC1 Pre FILL HTA ANNEAL,,,DIFFUSION,DI-HTAdi
